Book-Title,Book-Author,Year-Of-Publication,Book-Rating,Image-URL-L
The Perks of Being a Wallflower,Stephen Chbosky,1999,7,http://images.amazon.com/images/P/0671027344.01.LZZZZZZZ.jpg
World of Pies : A Novel,Karen Stolz,2001,3,http://images.amazon.com/images/P/0786884622.01.LZZZZZZZ.jpg
Jurassic Park,Michael Crichton,1999,0,http://images.amazon.com/images/P/0345370775.01.LZZZZZZZ.jpg
Bridge to Terabithia,Katherine Paterson,1987,10,http://images.amazon.com/images/P/0064401847.01.LZZZZZZZ.jpg
Round Ireland With a Fridge,Tony Hawks,2001,0,http://images.amazon.com/images/P/0312274920.01.LZZZZZZZ.jpg
Every Living Thing,James Herriot,1996,0,http://images.amazon.com/images/P/0312950586.01.LZZZZZZZ.jpg
Pope Joan (Ballantine Reader's Circle),Donna Woolfolk Cross,1996,0,http://images.amazon.com/images/P/0345416260.01.LZZZZZZZ.jpg
Stanislaski Brothers (Silhouette Promo),Nora Roberts,2000,7,http://images.amazon.com/images/P/0373484224.01.LZZZZZZZ.jpg
Time And Again,Nora Roberts,2001,0,http://images.amazon.com/images/P/0373484410.01.LZZZZZZZ.jpg
The Fiery Cross,Diana Gabaldon,2001,0,http://images.amazon.com/images/P/0385315279.01.LZZZZZZZ.jpg
Lady Oracle,MARGARET ATWOOD,1998,0,http://images.amazon.com/images/P/0385491085.01.LZZZZZZZ.jpg
Name of the Rose,Umberto Eco,1986,9,http://images.amazon.com/images/P/0446344109.01.LZZZZZZZ.jpg
Three Fates,Nora Roberts,2004,6,http://images.amazon.com/images/P/0515135062.01.LZZZZZZZ.jpg
Housekeeping,Marilynn Robinson,1982,0,http://images.amazon.com/images/P/0553205757.01.LZZZZZZZ.jpg
Madame Bovary,Gustave Flaubert,1982,0,http://images.amazon.com/images/P/0553211013.01.LZZZZZZZ.jpg
Hiroshima,John Hersey,1984,10,http://images.amazon.com/images/P/0553247921.01.LZZZZZZZ.jpg
For the Sake of Elena,Elizabeth George,1993,0,http://images.amazon.com/images/P/0553561278.01.LZZZZZZZ.jpg
"Forever... : A Novel of Good and Evil, Love and Hope",Jude Deveraux,2002,4,http://images.amazon.com/images/P/067101420X.01.LZZZZZZZ.jpg
Seven Habits Of Highly Effective People,Stephen R. Covey,1990,0,http://images.amazon.com/images/P/0671708635.01.LZZZZZZZ.jpg
Mother of Pearl,Melinda Haynes,1999,0,http://images.amazon.com/images/P/0786866276.01.LZZZZZZZ.jpg
Larry's Party,Carol Shields,1998,7,http://images.amazon.com/images/P/0140266771.01.LZZZZZZZ.jpg
Picture of Dorian Gray,Oscar Wilde,0,8,http://images.amazon.com/images/P/0140620338.01.LZZZZZZZ.jpg
Memoirs of a Geisha Uk,Arthur Golden,0,9,http://images.amazon.com/images/P/0099771519.01.LZZZZZZZ.jpg
"Last Dance, Last Chance (Ann Rule's Crime Files)",Ann Rule,2002,8,http://images.amazon.com/images/P/067102535X.01.LZZZZZZZ.jpg
Survivor : A Novel,CHUCK PALAHNIUK,2000,0,http://images.amazon.com/images/P/0385498721.01.LZZZZZZZ.jpg
Dragonsdawn,Anne McCaffrey,1988,7,http://images.amazon.com/images/P/0345331605.01.LZZZZZZZ.jpg
Rush Limbaugh Is a Big Fat Idiot: And Other Observations,Al Franken,1996,7,http://images.amazon.com/images/P/0385314744.01.LZZZZZZZ.jpg
The Thief Lord,Cornelia Funke,2002,8,http://images.amazon.com/images/P/0439404371.01.LZZZZZZZ.jpg
Rubyfruit Jungle,Rita Mae Brown,1988,0,http://images.amazon.com/images/P/0553052845.01.LZZZZZZZ.jpg
"Valley of the Horses (Auel, Jean M. , Earth's Children.)",Jean M. Auel,1983,6,http://images.amazon.com/images/P/0553234811.01.LZZZZZZZ.jpg
Anne Frank: The Diary of a Young Girl,ANNE FRANK,1993,10,http://images.amazon.com/images/P/0553296981.01.LZZZZZZZ.jpg
Lonesome Dove,Larry McMurtry,1988,0,http://images.amazon.com/images/P/067168390X.01.LZZZZZZZ.jpg
Confessions of a Shopaholic (Summer Display Opportunity),SOPHIE KINSELLA,2001,9,http://images.amazon.com/images/P/0385335482.01.LZZZZZZZ.jpg
Shopaholic Takes Manhattan (Summer Display Opportunity),Sophie Kinsella,2002,0,http://images.amazon.com/images/P/0385335881.01.LZZZZZZZ.jpg
Smoke in Mirrors,Jayne Ann Krentz,2002,0,http://images.amazon.com/images/P/051513399X.01.LZZZZZZZ.jpg
The Island of the Day Before,Umberto Eco,1996,0,http://images.amazon.com/images/P/0140259198.01.LZZZZZZZ.jpg
Darwin's Radio,Greg Bear,2000,0,http://images.amazon.com/images/P/0345435249.01.LZZZZZZZ.jpg
Praying for Sleep,Jeffery Deaver,1995,9,http://images.amazon.com/images/P/0451181468.01.LZZZZZZZ.jpg
Shock,Robin Cook,2001,7,http://images.amazon.com/images/P/0399146008.01.LZZZZZZZ.jpg
Their Eyes Were Watching God: A Novel,Zora Neale Hurston,1990,7,http://images.amazon.com/images/P/0060916508.01.LZZZZZZZ.jpg
The Grapes of Wrath: John Steinbeck Centennial Edition (1902-2002),John Steinbeck,2002,10,http://images.amazon.com/images/P/0142000663.01.LZZZZZZZ.jpg
"Life,the Universe and Everything",Douglas Adams,0,0,http://images.amazon.com/images/P/0330267388.01.LZZZZZZZ.jpg
Notes From a Small Planet,Bill Bryson,0,9,http://images.amazon.com/images/P/0552996009.01.LZZZZZZZ.jpg
Blackberry Wine,Joanne Harris,2001,9,http://images.amazon.com/images/P/0552998001.01.LZZZZZZZ.jpg
The Satanic Verses,Salman Rushdie,1992,0,http://images.amazon.com/images/P/0963270702.01.LZZZZZZZ.jpg
Hiding Place,Corrie Ten Boom,1984,9,http://images.amazon.com/images/P/0553256696.01.LZZZZZZZ.jpg
Shopgirl,Steve Martin,2001,8,http://images.amazon.com/images/P/0786885688.01.LZZZZZZZ.jpg
"Breath, Eyes, Memory",Edwidge Danticat,1998,0,http://images.amazon.com/images/P/037570504X.01.LZZZZZZZ.jpg
The Flanders Panel,ARTURO PEREZ-REVERTE,1996,9,http://images.amazon.com/images/P/0553377868.01.LZZZZZZZ.jpg
"The Devil in the White City : Murder, Magic, and Madness at the Fair That Changed America (Illinois)",ERIK LARSON,2003,10,http://images.amazon.com/images/P/0609608444.01.LZZZZZZZ.jpg
A Walk in the Woods: Rediscovering America on the Appalachian Trail (Official Guides to the Appalachian Trail),Bill Bryson,1999,9,http://images.amazon.com/images/P/0767902521.01.LZZZZZZZ.jpg
Speak,Laurie Halse Anderson,2001,10,http://images.amazon.com/images/P/014131088X.01.LZZZZZZZ.jpg
The Silmarillion,J.R.R. TOLKIEN,1985,10,http://images.amazon.com/images/P/0345325818.01.LZZZZZZZ.jpg
Valhalla Rising (Dirk Pitt Adventures (Paperback)),Clive Cussler,2002,6,http://images.amazon.com/images/P/0425185710.01.LZZZZZZZ.jpg
Half Asleep in Frog Pajamas,Tom Robbins,1995,3,http://images.amazon.com/images/P/0553377876.01.LZZZZZZZ.jpg
Circle of Three: A Novel,Patricia Gaffney,2001,7,http://images.amazon.com/images/P/0061098361.01.LZZZZZZZ.jpg
Resistance : A Novel,Anita Shreve,1997,0,http://images.amazon.com/images/P/0316789844.01.LZZZZZZZ.jpg
How to Make an American Quilt,Whitney Otto,1992,7,http://images.amazon.com/images/P/0345370805.01.LZZZZZZZ.jpg
Cold Mountain : A Novel,CHARLES FRAZIER,1998,0,http://images.amazon.com/images/P/0375700757.01.LZZZZZZZ.jpg
Bird by Bird: Some Instructions on Writing and Life,Anne Lamott,1995,9,http://images.amazon.com/images/P/0385480016.01.LZZZZZZZ.jpg
Sex &amp; the City,Candace Bushnell,1997,5,http://images.amazon.com/images/P/0446673544.01.LZZZZZZZ.jpg
On Mystic Lake,Kristin Hannah,2000,7,http://images.amazon.com/images/P/0449149676.01.LZZZZZZZ.jpg
Sense and Sensibility,Jane Austen,1995,7,http://images.amazon.com/images/P/0451187903.01.LZZZZZZZ.jpg
Emma,Jane Austen,1994,8,http://images.amazon.com/images/P/0451523067.01.LZZZZZZZ.jpg
Blue Moon,Luanne Rice,1994,0,http://images.amazon.com/images/P/0553568183.01.LZZZZZZZ.jpg
The Vineyard,Barbara Delinsky,2001,0,http://images.amazon.com/images/P/0671036505.01.LZZZZZZZ.jpg
A Civil Action,JONATHAN HARR,1996,7,http://images.amazon.com/images/P/0679772677.01.LZZZZZZZ.jpg
The Cabinet of Curiosities,Douglas Preston,2003,8,http://images.amazon.com/images/P/0446611239.01.LZZZZZZZ.jpg
The Princess Diaries,Meg Cabot,2001,6,http://images.amazon.com/images/P/0380814021.01.LZZZZZZZ.jpg
Rachel's Holiday,Marian Keyes,2001,10,http://images.amazon.com/images/P/0380817683.01.LZZZZZZZ.jpg
The Wailing Wind,Tony Hillerman,2003,5,http://images.amazon.com/images/P/0061098795.01.LZZZZZZZ.jpg
Apocalipstick,SUE MARGOLIS,2003,5,http://images.amazon.com/images/P/038533656X.01.LZZZZZZZ.jpg
Bad Heir Day,Wendy Holden,2001,0,http://images.amazon.com/images/P/0452281784.01.LZZZZZZZ.jpg
The Eyre Affair (Alex Awards (Awards)),Jasper Fforde,2002,0,http://images.amazon.com/images/P/0670030643.01.LZZZZZZZ.jpg
Breakfast of Champions,Kurt Vonnegut,1991,0,http://images.amazon.com/images/P/0440131480.01.LZZZZZZZ.jpg
The Night Crew,John Sandford,2004,7,http://images.amazon.com/images/P/0425163385.01.LZZZZZZZ.jpg
Once a Thief,Kay Hooper,2002,3,http://images.amazon.com/images/P/0553585118.01.LZZZZZZZ.jpg
The Blue Nowhere : A Novel,Jeffery Deaver,2002,0,http://images.amazon.com/images/P/0671042262.01.LZZZZZZZ.jpg
The Sparrow,MARY DORIA RUSSELL,1997,10,http://images.amazon.com/images/P/0449912558.01.LZZZZZZZ.jpg
"House Atreides (Dune: House Trilogy, Book 1)",Brian Herbert,2000,10,http://images.amazon.com/images/P/0553580272.01.LZZZZZZZ.jpg
I Capture the Castle,Dodie Smith,2003,8,http://images.amazon.com/images/P/031231616X.01.LZZZZZZZ.jpg
Babyville,JANE GREEN,2003,0,http://images.amazon.com/images/P/0767912233.01.LZZZZZZZ.jpg
What to Expect the First Year,Arlene Eisenberg,1989,10,http://images.amazon.com/images/P/0894805770.01.LZZZZZZZ.jpg
What to Expect When You're Expecting (Revised Edition),Arlene Eisenberg,1996,10,http://images.amazon.com/images/P/089480829X.01.LZZZZZZZ.jpg
Big Stone Gap: A Novel (Ballantine Reader's Circle),Adriana Trigiani,2001,6,http://images.amazon.com/images/P/0345438329.01.LZZZZZZZ.jpg
Miss Julia Speaks Her Mind : A Novel,Ann B. Ross,2000,8,http://images.amazon.com/images/P/0688177751.01.LZZZZZZZ.jpg
The Cat Who Played Brahms,Lilian Jackson Braun,1997,0,http://images.amazon.com/images/P/0515090506.01.LZZZZZZZ.jpg
As Nature Made Him: The Boy Who Was Raised As a Girl,John Colapinto,2000,8,http://images.amazon.com/images/P/0060192119.01.LZZZZZZZ.jpg
Mere Christianity,C. S. Lewis,2000,0,http://images.amazon.com/images/P/0805420460.01.LZZZZZZZ.jpg
Dead Ringer,Lisa Scottoline,2004,7,http://images.amazon.com/images/P/0060514949.01.LZZZZZZZ.jpg
Atlantis Found,Clive Cussler,2001,9,http://images.amazon.com/images/P/0425177173.01.LZZZZZZZ.jpg
Notes from a Small Island,Bill Bryson,1997,10,http://images.amazon.com/images/P/0380727501.01.LZZZZZZZ.jpg
Harvest,BELVA PLAIN,1991,8,http://images.amazon.com/images/P/0440208912.01.LZZZZZZZ.jpg
Holding the Dream (Dream Trilogy),Nora Roberts,2001,6,http://images.amazon.com/images/P/0515120006.01.LZZZZZZZ.jpg
The Cat Who Saw Stars (Cat Who... (Paperback)),Lilian Jackson Braun,2000,5,http://images.amazon.com/images/P/0515127396.01.LZZZZZZZ.jpg
The Curious Incident of the Dog in the Night-Time (Today Show Book Club #13),Mark Haddon,2003,9,http://images.amazon.com/images/P/0385512104.01.LZZZZZZZ.jpg
The Poisonwood Bible,Barbara Kingsolver,2003,7,http://images.amazon.com/images/P/0060512822.01.LZZZZZZZ.jpg
Year of Wonders,Geraldine Brooks,2002,7,http://images.amazon.com/images/P/0142001430.01.LZZZZZZZ.jpg
East of the Mountains,David Guterson,1999,6,http://images.amazon.com/images/P/0151002290.01.LZZZZZZZ.jpg
The Dante Club : A Novel,Matthew Pearl,2003,0,http://images.amazon.com/images/P/0375505296.01.LZZZZZZZ.jpg
An Indecent Obsession,Colleen McCullough,1982,6,http://images.amazon.com/images/P/0380603764.01.LZZZZZZZ.jpg
Pop Goes the Weasel,James Patterson,2000,0,http://images.amazon.com/images/P/0446608815.01.LZZZZZZZ.jpg
Plain Truth,Jodi Picoult,2001,8,http://images.amazon.com/images/P/0671776134.01.LZZZZZZZ.jpg
Keeping Faith : A Novel,Jodi Picoult,2000,0,http://images.amazon.com/images/P/0688177743.01.LZZZZZZZ.jpg
I'm a Stranger Here Myself: Notes on Returning to America After 20 Years Away,Bill Bryson,2000,0,http://images.amazon.com/images/P/076790382X.01.LZZZZZZZ.jpg
The Dream of Scipio,Iain Pears,2003,0,http://images.amazon.com/images/P/1573229865.01.LZZZZZZZ.jpg
Time Flies,Bill Cosby,1987,0,http://images.amazon.com/images/P/0385240406.01.LZZZZZZZ.jpg
Sullivan's Island: A Lowcountry Tale,Dorothea Benton Frank,2000,0,http://images.amazon.com/images/P/0515127221.01.LZZZZZZZ.jpg
Grave Secrets,Kathy Reichs,2003,0,http://images.amazon.com/images/P/0671028383.01.LZZZZZZZ.jpg
Bare Bones : A Novel,Kathy Reichs,2004,0,http://images.amazon.com/images/P/074345300X.01.LZZZZZZZ.jpg
Even Cowgirls Get the Blues,Tom Robbins,1993,6,http://images.amazon.com/images/P/1558007725.01.LZZZZZZZ.jpg
L Is for Lawless (Kinsey Millhone Mysteries),Sue Grafton,1995,0,http://images.amazon.com/images/P/0805019375.01.LZZZZZZZ.jpg
Hocus Pocus,Kurt Vonnegut,1991,7,http://images.amazon.com/images/P/0425130215.01.LZZZZZZZ.jpg
Skinwalkers (Joe Leaphorn/Jim Chee Novels),Tony Hillerman,1990,0,http://images.amazon.com/images/P/0061000175.01.LZZZZZZZ.jpg
Switcheroo : A Novel,Olivia Goldsmith,1999,0,http://images.amazon.com/images/P/0061097659.01.LZZZZZZZ.jpg
Hill Towns,Anne Rivers Siddons,1993,7,http://images.amazon.com/images/P/006017935X.01.LZZZZZZZ.jpg
Lost Girls,Andrew Pyper,2001,0,http://images.amazon.com/images/P/0440235464.01.LZZZZZZZ.jpg
Everything's Eventual : 14 Dark Tales,Stephen King,2002,0,http://images.amazon.com/images/P/0743457358.01.LZZZZZZZ.jpg
Reversible Errors: A Novel,Scott Turow,2002,9,http://images.amazon.com/images/P/0374281602.01.LZZZZZZZ.jpg
"The Shelters of Stone (Earth's Children Series, No 5)",JEAN M. AUEL,2002,10,http://images.amazon.com/images/P/0609610597.01.LZZZZZZZ.jpg
The Icarus Agenda,Robert Ludlum,1988,0,http://images.amazon.com/images/P/0394543971.01.LZZZZZZZ.jpg
Lucky You,Carl Hiaasen,1998,6,http://images.amazon.com/images/P/0446604658.01.LZZZZZZZ.jpg
CAT'S EYE,MARGARET ATWOOD,1989,7,http://images.amazon.com/images/P/0553282476.01.LZZZZZZZ.jpg
Body of Lies,IRIS JOHANSEN,2003,0,http://images.amazon.com/images/P/0553582143.01.LZZZZZZZ.jpg
Standing in the Rainbow : A Novel,FANNIE FLAGG,2002,6,http://images.amazon.com/images/P/0679426159.01.LZZZZZZZ.jpg
EVERYTHING SHE EVER WANTED,Ann Rule,1993,7,http://images.amazon.com/images/P/067169071X.01.LZZZZZZZ.jpg
The Cat Who Could Read Backwards,Lilian Jackson Braun,1994,8,http://images.amazon.com/images/P/0515090174.01.LZZZZZZZ.jpg
The Cat Who Knew Shakespeare,Lilian Jackson Braun,1988,8,http://images.amazon.com/images/P/0515095826.01.LZZZZZZZ.jpg
Ishmael: An Adventure of the Mind and Spirit,Daniel Quinn,1995,7,http://images.amazon.com/images/P/0553375407.01.LZZZZZZZ.jpg
The Homing,John Saul,2002,3,http://images.amazon.com/images/P/0345454073.01.LZZZZZZZ.jpg
Eyes of the Dragon,Stephen King,1988,0,http://images.amazon.com/images/P/0451151259.01.LZZZZZZZ.jpg
Cryptonomicon,Neal Stephenson,2002,0,http://images.amazon.com/images/P/0060512806.01.LZZZZZZZ.jpg
Love Medicine,Louise Erdrich,1993,9,http://images.amazon.com/images/P/0060975547.01.LZZZZZZZ.jpg
Enchantment,Orson Scott Card,2000,7,http://images.amazon.com/images/P/0345416880.01.LZZZZZZZ.jpg
Jitterbug Perfume,TOM ROBBINS,1990,0,http://images.amazon.com/images/P/0553348981.01.LZZZZZZZ.jpg
Out of This World,J. D. Robb,2001,6,http://images.amazon.com/images/P/0515131091.01.LZZZZZZZ.jpg
A Light in the Window (The Mitford Years),Jan Karon,1996,0,http://images.amazon.com/images/P/0140254544.01.LZZZZZZZ.jpg
"These High, Green Hills (The Mitford Years)",Jan Karon,1997,0,http://images.amazon.com/images/P/0140257934.01.LZZZZZZZ.jpg
Out to Canaan (The Mitford Years),Jan Karon,1998,0,http://images.amazon.com/images/P/0140265686.01.LZZZZZZZ.jpg
A Place Called Freedom,Ken Follett,1996,9,http://images.amazon.com/images/P/0449225151.01.LZZZZZZZ.jpg
Ender's Shadow,Orson Scott Card,2002,9,http://images.amazon.com/images/P/0765342405.01.LZZZZZZZ.jpg
Now You See Her,Linda Howard,2003,0,http://images.amazon.com/images/P/0743482891.01.LZZZZZZZ.jpg
Jemima J: A Novel About Ugly Ducklings and Swans,Jane Green,2001,8,http://images.amazon.com/images/P/0767905180.01.LZZZZZZZ.jpg
Sea Glass: A Novel,Anita Shreve,2003,5,http://images.amazon.com/images/P/0316089699.01.LZZZZZZZ.jpg
A Perfect Stranger,Danielle Steel,1983,9,http://images.amazon.com/images/P/0440168724.01.LZZZZZZZ.jpg
The Copper Beech,Maeve Binchy,1993,0,http://images.amazon.com/images/P/0440213290.01.LZZZZZZZ.jpg
Tough Cookie,Diane Mott Davidson,2000,7,http://images.amazon.com/images/P/0553107232.01.LZZZZZZZ.jpg
The Oath,Frank Peretti,1996,0,http://images.amazon.com/images/P/0849938635.01.LZZZZZZZ.jpg
Montana,Debbie Macomber,1998,7,http://images.amazon.com/images/P/1551664348.01.LZZZZZZZ.jpg
Kaleidoscope,June Stepansky,2000,0,http://images.amazon.com/images/P/0884092097.01.LZZZZZZZ.jpg
Sophies Choice,William Styron,0,6,http://images.amazon.com/images/P/0553135457.01.LZZZZZZZ.jpg
Portrait in Sepia : A Novel,Isabel Allende,2002,7,http://images.amazon.com/images/P/0060936363.01.LZZZZZZZ.jpg
Daughter of Fortune: A Novel,Isabel Allende,2001,7,http://images.amazon.com/images/P/038082101X.01.LZZZZZZZ.jpg
Dying for Chocolate (Culinary Mysteries (Paperback)),DIANE MOTT DAVIDSON,1993,0,http://images.amazon.com/images/P/0553560247.01.LZZZZZZZ.jpg
The Main Corpse (Culinary Mysteries (Paperback)),Diane Mott Davidson,1997,0,http://images.amazon.com/images/P/0553574639.01.LZZZZZZZ.jpg
Skinny Legs and All,Tom Robbins,1995,6,http://images.amazon.com/images/P/0553377884.01.LZZZZZZZ.jpg
A Secret Affair,Barbara Taylor Bradford,1997,9,http://images.amazon.com/images/P/0061012289.01.LZZZZZZZ.jpg
Politika (Tom Clancy's Power Plays (Paperback)),Tom Clancy,1999,9,http://images.amazon.com/images/P/0425162788.01.LZZZZZZZ.jpg
Blood Orchid,Stuart Woods,2003,5,http://images.amazon.com/images/P/0451208811.01.LZZZZZZZ.jpg
"The Dragon Reborn (The Wheel of Time, Book 3)",Robert Jordan,1991,10,http://images.amazon.com/images/P/0312852487.01.LZZZZZZZ.jpg
The Killer Angels,Michael Shaara,1993,9,http://images.amazon.com/images/P/0345348109.01.LZZZZZZZ.jpg
Servant of the Bones,ANNE RICE,1997,0,http://images.amazon.com/images/P/0345409663.01.LZZZZZZZ.jpg
"Chapterhouse Dune (Dune Chronicles, Book 6)",Frank Herbert,1996,0,http://images.amazon.com/images/P/0441102670.01.LZZZZZZZ.jpg
"Children of Dune (Dune Chronicles, Book 3)",Frank Herbert,1991,0,http://images.amazon.com/images/P/0441104029.01.LZZZZZZZ.jpg
"God Emperor of Dune (Dune Chronicles, Book 4)",Frank Herbert,1991,0,http://images.amazon.com/images/P/0441294677.01.LZZZZZZZ.jpg
The Hero and the Crown,Robin McKinley,1989,0,http://images.amazon.com/images/P/0441328091.01.LZZZZZZZ.jpg
Growing Pains of Adrian Mole,Sue Townsend,0,0,http://images.amazon.com/images/P/0413588106.01.LZZZZZZZ.jpg
Clear and Present Danger (Jack Ryan Novels),Tom Clancy,1996,8,http://images.amazon.com/images/P/0425122123.01.LZZZZZZZ.jpg
Dinner at the Homesick Restaurant,Anne Tyler,1992,4,http://images.amazon.com/images/P/080410882X.01.LZZZZZZZ.jpg
"The Return of the King (The Lord of the Rings, Part 3)",J.R.R. TOLKIEN,1986,0,http://images.amazon.com/images/P/0345339738.01.LZZZZZZZ.jpg
Lullaby: A Novel,Chuck Palahniuk,2003,2,http://images.amazon.com/images/P/0385722192.01.LZZZZZZZ.jpg
From a Buick 8 : A Novel,Stephen King,2002,0,http://images.amazon.com/images/P/0743211375.01.LZZZZZZZ.jpg
On Writing,Stephen King,2002,0,http://images.amazon.com/images/P/0743455967.01.LZZZZZZZ.jpg
A Walk in the Woods: Rediscovering America on the Appalachian Trail,Bill Bryson,1998,0,http://images.amazon.com/images/P/0767902513.01.LZZZZZZZ.jpg
Dirty Jokes and Beer : Stories of the Unrefined,Drew Carey,1997,6,http://images.amazon.com/images/P/078686351X.01.LZZZZZZZ.jpg
Speaking With the Angel,Nick Hornby,2001,0,http://images.amazon.com/images/P/1573228583.01.LZZZZZZZ.jpg
"Eats, Shoots &amp; Leaves: The Zero Tolerance Approach to Punctuation",Lynne Truss,2004,0,http://images.amazon.com/images/P/1592400876.01.LZZZZZZZ.jpg
The First Counsel,Brad Meltzer,2001,0,http://images.amazon.com/images/P/0446527289.01.LZZZZZZZ.jpg
Why Girls Are Weird : A Novel,Pamela Ribon,2003,0,http://images.amazon.com/images/P/0743469801.01.LZZZZZZZ.jpg
Adventures of Huckleberry Finn,Mark Twain,1992,8,http://images.amazon.com/images/P/0835902242.01.LZZZZZZZ.jpg
Pay It Forward: A Novel,Catherine Ryan Hyde,2000,9,http://images.amazon.com/images/P/0684862719.01.LZZZZZZZ.jpg
Watermelon,Marian Keyes,1999,6,http://images.amazon.com/images/P/0380796090.01.LZZZZZZZ.jpg
Void Moon,Michael Connelly,1999,9,http://images.amazon.com/images/P/0316154067.01.LZZZZZZZ.jpg
A Is for Alibi (Kinsey Millhone Mysteries (Paperback)),SUE GRAFTON,1987,10,http://images.amazon.com/images/P/0553279912.01.LZZZZZZZ.jpg
The Bridge Across Forever,Richard Bach,1986,10,http://images.amazon.com/images/P/0440108268.01.LZZZZZZZ.jpg
The Westing Game (Now in Speak!),Ellen Raskin,1997,8,http://images.amazon.com/images/P/0140386645.01.LZZZZZZZ.jpg
Charlie and the Chocolate Factory,ROALD DAHL,2001,10,http://images.amazon.com/images/P/0375815260.01.LZZZZZZZ.jpg
Lady of Avalon,Marion Zimmer Bradley,1998,0,http://images.amazon.com/images/P/0451456521.01.LZZZZZZZ.jpg
A RIVER RUNS THROUGH IT AND OTHER STORIES : AND OTHER STORIES,Norman Maclean,1992,0,http://images.amazon.com/images/P/0671776975.01.LZZZZZZZ.jpg
How to Be Good,Nick Hornby,2002,9,http://images.amazon.com/images/P/1573229326.01.LZZZZZZZ.jpg
Succulent Wild Woman,Sark,1997,1,http://images.amazon.com/images/P/068483376X.01.LZZZZZZZ.jpg
Carnal Innocence,Nora Roberts,1992,0,http://images.amazon.com/images/P/0553295977.01.LZZZZZZZ.jpg
Veronika Decides to Die,Paulo Coelho,2001,9,http://images.amazon.com/images/P/0060955775.01.LZZZZZZZ.jpg
You Belong To Me,Mary Higgins Clark,1999,7,http://images.amazon.com/images/P/0671004549.01.LZZZZZZZ.jpg
Confessions of an Ugly Stepsister : A Novel,Gregory Maguire,2000,7,http://images.amazon.com/images/P/0060987529.01.LZZZZZZZ.jpg
Magic Kingdom for Sale - Sold! (Magic Kingdom of Landover),Terry Brooks,1990,10,http://images.amazon.com/images/P/0345317580.01.LZZZZZZZ.jpg
A Swiftly Tilting Planet,Madeleine L'Engle,1979,0,http://images.amazon.com/images/P/0440901588.01.LZZZZZZZ.jpg
Salem's Lot,Stephen King,1979,0,http://images.amazon.com/images/P/0451125452.01.LZZZZZZZ.jpg
It,Stephen King,1987,0,http://images.amazon.com/images/P/0451149513.01.LZZZZZZZ.jpg
The Cat Who Sang for the Birds (Cat Who... (Paperback)),Lilian Jackson Braun,1999,8,http://images.amazon.com/images/P/051512463X.01.LZZZZZZZ.jpg
Midnight Bayou,Nora Roberts,2004,0,http://images.amazon.com/images/P/0515133973.01.LZZZZZZZ.jpg
Wifey,Judy Blume,1989,0,http://images.amazon.com/images/P/0671693816.01.LZZZZZZZ.jpg
Montana Sky,Nora Roberts,2000,7,http://images.amazon.com/images/P/0515120618.01.LZZZZZZZ.jpg
Heart of a Warrior,Johanna Lindsey,2002,0,http://images.amazon.com/images/P/038081479X.01.LZZZZZZZ.jpg
Diary of a Mad Bride (Summer Display Opportunity),Laura Wolf,2002,7,http://images.amazon.com/images/P/0385335830.01.LZZZZZZZ.jpg
"Cry, the Beloved Country (Oprah's Book Club)",Alan Paton,2003,8,http://images.amazon.com/images/P/0743262174.01.LZZZZZZZ.jpg
Standing in the Rainbow,FANNIE FLAGG,2003,0,http://images.amazon.com/images/P/080411935X.01.LZZZZZZZ.jpg
Here on Earth (Oprah's Book Club),Alice Hoffman,1999,5,http://images.amazon.com/images/P/0425169693.01.LZZZZZZZ.jpg
Summon the Keeper,Tanya Huff,1998,9,http://images.amazon.com/images/P/0886777844.01.LZZZZZZZ.jpg
Homecoming,Cynthia Voigt,1990,8,http://images.amazon.com/images/P/0449702545.01.LZZZZZZZ.jpg
Phantoms,Dean R. Koontz,1996,8,http://images.amazon.com/images/P/0425101452.01.LZZZZZZZ.jpg
Tar Baby,Toni Morrison,1987,8,http://images.amazon.com/images/P/0452264790.01.LZZZZZZZ.jpg
Talking God (Jim Chee Novels),Tony Hillerman,1991,0,http://images.amazon.com/images/P/006109918X.01.LZZZZZZZ.jpg
Imajica,Clive Barker,1992,0,http://images.amazon.com/images/P/0061099643.01.LZZZZZZZ.jpg
2010: Odyssey Two,Arthur C. Clarke,1984,0,http://images.amazon.com/images/P/0345303067.01.LZZZZZZZ.jpg
The Eight,Katherine Neville,1995,0,http://images.amazon.com/images/P/0345366239.01.LZZZZZZZ.jpg
Crystal Line,Anne McCaffrey,1993,0,http://images.amazon.com/images/P/0345384911.01.LZZZZZZZ.jpg
Dave Barry's Greatest Hits,Dave Barry,1997,0,http://images.amazon.com/images/P/0345419995.01.LZZZZZZZ.jpg
The Silver Wolf,ALICE BORCHARDT,1999,9,http://images.amazon.com/images/P/0345423615.01.LZZZZZZZ.jpg
Mutation,Robin Cook,1991,8,http://images.amazon.com/images/P/0425119653.01.LZZZZZZZ.jpg
The Gift,Madeena S. Nolan,1981,8,http://images.amazon.com/images/P/0440128757.01.LZZZZZZZ.jpg
The 13th Juror,John T. Lescroart,1995,7,http://images.amazon.com/images/P/0440220793.01.LZZZZZZZ.jpg
Rage of Angels,Sidney Sheldon,1988,0,http://images.amazon.com/images/P/0446356611.01.LZZZZZZZ.jpg
The Third Twin,Ken Follett,1997,0,http://images.amazon.com/images/P/0449227421.01.LZZZZZZZ.jpg
